"municipiouf";"2013";"2015";"2017"
"Arenápolis, MT";2;8;8
"Armazém, SC";3;6;8
"Aroeiras do Itaim, PI";6;10;8
"Assaí, PR";11;12;8
"Astolfo Dutra, MG";6;8;8
"Augusto de Lima, MG";16;8;8
"Balbinos, SP";9;8;8
"Barra Bonita, SC";4;10;8
"Belo Monte, AL";4;7;8
"Belo Vale, MG";2;9;8
"Benjamin Constant do Sul, RS";7;6;8
"Boa Vista do Cadeado, RS";9;8;8
"Boa Vista do Gurupi, MA";5;17;8
"Caldazinha, GO";7;7;8
"Campo Alegre, SC";5;6;8
"Cândido Godói, RS";2;5;8
"Capela de Santana, RS";5;9;8
"Capitão Andrade, MG";11;7;8
"Capitão Gervásio Oliveira, PI";5;6;8
"Caraúbas do Piauí, PI";6;8;8
"Cascalho Rico, MG";4;10;8
"Catiguá, SP";7;7;8
"Cavalcante, GO";5;5;8
"Central de Minas, MG";4;11;8
"Central, BA";4;13;8
"Chácara, MG";10;10;8
"Coivaras, PI";5;4;8
"Comendador Gomes, MG";NA;6;8
"Comercinho, MG";4;21;8
"Conceição do Tocantins, TO";9;15;8
"Congonhas do Norte, MG";6;7;8
"Cuité de Mamanguape, PB";7;9;8
"Cuparaque, MG";6;6;8
"Curvelândia, MT";8;7;8
"Descoberto, MG";8;7;8
"Dobrada, SP";6;8;8
"Dores de Guanhães, MG";NA;13;8
"Doutor Ulysses, PR";5;4;8
"Durandé, MG";6;6;8
"Erebango, RS";4;5;8
"Erval Grande, RS";4;8;8
"Espírito Santo do Turvo, SP";7;7;8
"Estiva, MG";8;8;8
"Estrela d'Oeste, SP";NA;NA;8
"Feijó, AC";11;25;8
"Floresta do Piauí, PI";2;7;8
"Frei Rogério, SC";5;9;8
"Geminiano, PI";4;6;8
"Glaucilândia, MG";6;6;8
"Godoy Moreira, PR";7;9;8
"Gongogi, BA";8;7;8
"Guarinos, GO";3;7;8
"Heitoraí, GO";4;7;8
"Hugo Napoleão, PI";8;8;8
"Ibiraci, MG";8;8;8
"Ibirataia, BA";4;12;8
"Ilópolis, RS";6;9;8
"Imigrante, RS";10;7;8
"Inácio Martins, PR";7;8;8
"Independência, RS";12;20;8
"Ipiranga do Norte, MT";1;8;8
"Ipiranga do Sul, RS";NA;5;8
"Iracema do Oeste, PR";5;7;8
"Itabirinha, MG";12;12;8
"Itacarambi, MG";3;24;8
"Itaju, SP";6;7;8
"Itamogi, MG";13;13;8
"Itaóca, SP";10;8;8
"Itapiranga, AM";7;15;8
"Itapuã do Oeste, RO";5;13;8
"Itapuca, RS";9;13;8
"Jaborá, SC";5;11;8
"Jacaraci, BA";6;6;8
"Jaci, SP";4;8;8
"Jaquirana, RS";NA;7;8
"João Costa, PI";10;12;8
"Juazeiro do Piauí, PI";3;4;8
"Jundiá, RN";4;7;8
"Lagoa do Tocantins, TO";11;7;8
"Lagoão, RS";4;6;8
"Lençóis, BA";5;10;8
"Liberato Salzano, RS";7;9;8
"Lupércio, SP";6;9;8
"Mamonas, MG";4;5;8
"Maratá, RS";8;8;8
"Marcionílio Souza, BA";11;11;8
"Maria da Fé, MG";NA;NA;8
"Mariano Moro, RS";6;5;8
"Marzagão, GO";5;6;8
"Mato Leitão, RS";6;8;8
"Matos Costa, SC";4;7;8
"Mendes Pimentel, MG";6;9;8
"Mendonça, SP";6;7;8
"Meridiano, SP";6;10;8
"Ministro Andreazza, RO";11;8;8
"Mirassolândia, SP";5;5;8
"Monte Negro, RO";3;3;8
"Murici dos Portelas, PI";NA;NA;8
"Mutunópolis, GO";5;9;8
"Nossa Senhora das Graças, PR";NA;NA;8
"Nova Canaã Paulista, SP";3;4;8
"Nova Candelária, RS";6;8;8
"Nova Maringá, MT";13;9;8
"Nova Ramada, RS";6;6;8
"Nova Santa Rita, PI";4;5;8
"Novo Jardim, TO";6;8;8
"Novo Mundo, MT";9;9;8
"Novo Santo Antônio, PI";3;8;8
"Novo São Joaquim, MT";10;10;8
"Onda Verde, SP";10;8;8
"Oriente, SP";NA;10;8
"Paraíso, SP";7;5;8
"Paranapuã, SP";5;4;8
"Pau D'Arco do Piauí, PI";NA;NA;8
"Pauini, AM";1;9;8
"Paulicéia, SP";NA;10;8
"Pedra Bela, SP";5;12;8
"Pedra do Indaiá, MG";7;8;8
"Pinheirinho do Vale, RS";4;9;8
"Pium, TO";10;8;8
"Planalto Alegre, SC";7;8;8
"Planalto, SP";7;8;8
"Pontes Gestal, SP";8;14;8
"Porto Belo, SC";1;18;8
"Prata, PB";3;6;8
"Pugmil, TO";10;11;8
"Putinga, RS";7;8;8
"Rafael Godeiro, RN";4;9;8
"Ribeira do Piauí, PI";4;12;8
"Ribeirão Cascalheira, MT";7;13;8
"Rio Espera, MG";2;13;8
"Ritápolis, MG";NA;8;8
"Rodelas, BA";9;11;8
"Romelândia, SC";4;11;8
"Rondolândia, MT";4;5;8
"Rubinéia, SP";9;6;8
"Sampaio, TO";4;4;8
"Sandolândia, TO";5;4;8
"Santo Antônio do Palma, RS";6;9;8
"Santo Antônio do Planalto, RS";6;6;8
"Santo Expedito do Sul, RS";7;8;8
"São Bento do Sapucaí, SP";11;4;8
"São Cristovão do Sul, SC";8;9;8
"São Felipe D'Oeste, RO";NA;NA;8
"São Gonçalo do Piauí, PI";5;6;8
"São João do Oeste, SC";4;8;8
"São Jorge do Ivaí, PR";7;17;8
"São José de Princesa, PB";4;4;8
"São José do Divino, MG";4;12;8
"São José do Sul, RS";4;5;8
"São Luiz, RR";8;6;8
"São Pedro do Butiá, RS";8;9;8
"Senador Modestino Gonçalves, MG";5;8;8
"Sério, RS";7;11;8
"Serranópolis do Iguaçu, PR";5;6;8
"Sertão Santana, RS";4;7;8
"Severiano de Almeida, RS";6;8;8
"Silvianópolis, MG";4;5;8
"Suzanápolis, SP";6;6;8
"Tapiramutá, BA";7;13;8
"Travesseiro, RS";5;8;8
"Tunas, RS";8;14;8
"Tupirama, TO";5;5;8
"Uniflor, PR";13;9;8
"Vale de São Domingos, MT";5;9;8
"Vale Verde, RS";4;10;8
"Vargem Alegre, MG";6;6;8
"Várzea do Poço, BA";7;7;8
"Ventania, PR";11;13;8
"Viadutos, RS";6;9;8
"Victor Graeff, RS";6;9;8
"Abaré, BA";6;7;7
"Abdon Batista, SC";6;9;7
"Acrelândia, AC";9;13;7
"Adelândia, GO";6;5;7
"Água Doce do Maranhão, MA";3;10;7
"Água Fria de Goiás, GO";6;5;7
"Alfredo Wagner, SC";9;7;7
"Alvarenga, MG";8;9;7
"Alvorada D'Oeste, RO";NA;NA;7
"Amaraji, PE";3;13;7
"Americano do Brasil, GO";6;6;7
"Anhanguera, GO";6;10;7
"Antônio Martins, RN";6;6;7
"Ariranha do Ivaí, PR";6;9;7
"Arroio Trinta, SC";4;6;7
"Arvorezinha, RS";8;7;7
"Aurora do Tocantins, TO";4;6;7
"Avelino Lopes, PI";7;6;7
"Balneário Rincão, SC";NA;18;7
"Balsa Nova, PR";4;4;7
"Barbosa, SP";4;5;7
"Barracão, RS";13;8;7
"Biquinhas, MG";3;6;7
"Bom Princípio, RS";5;5;7
"Boqueirão do Leão, RS";8;10;7
"Boracéia, SP";4;4;7
"Botumirim, MG";9;5;7
"Braga, RS";4;NA;7
"Brasilândia de Minas, MG";2;9;7
"Brasilândia do Sul, PR";4;8;7
"Brejão, PE";9;4;7
"Brunópolis, SC";1;9;7
"Cachoeira da Prata, MG";13;8;7
"Cachoeirinha, TO";1;10;7
"Caibi, SC";7;9;7
"Camacho, MG";6;9;7
"Cambará do Sul, RS";5;8;7
"Campanário, MG";4;5;7
"Campinápolis, MT";7;8;7
"Campo Azul, MG";6;7;7
"Candiba, BA";4;4;7
"Capão Bonito do Sul, RS";6;7;7
"Carrancas, MG";5;7;7
"Carrapateira, PB";7;6;7
"Catuji, MG";4;7;7
"Cesário Lange, SP";5;7;7
"Charrua, RS";3;4;7
"Chuí, RS";2;9;7
"Colônia do Piauí, PI";17;14;7
"Cordilheira Alta, SC";4;9;7
"Couto de Magalhães de Minas, MG";6;13;7
"Cristal do Sul, RS";5;8;7
"Cromínia, GO";8;6;7
"Cruzeiro do Sul, PR";5;9;7
"Denise, MT";8;8;7
"Derrubadas, RS";4;5;7
"Diogo de Vasconcelos, MG";5;4;7
"Echaporã, SP";NA;10;7
"Entre-Ijuís, RS";NA;NA;7
"Faria Lemos, MG";3;5;7
"Fazenda Nova, GO";12;12;7
"Felício dos Santos, MG";NA;NA;7
"Fernandes Pinheiro, PR";3;4;7
"Fernandes Tourinho, MG";7;11;7
"Ferreira Gomes, AP";10;8;7
"Formosa do Oeste, PR";11;9;7
"Fortaleza do Tabocão, TO";6;7;7
"Francisco Macedo, PI";12;8;7
"Gabriel Monteiro, SP";3;7;7
"Gastão Vidigal, SP";7;5;7
"Gentil, RS";5;9;7
"Governador Celso Ramos, SC";2;4;7
"Herculândia, SP";6;6;7
"Ibiaí, MG";5;9;7
"Indiaporã, SP";5;6;7
"Inhacorá, RS";14;12;7
"Ipumirim, SC";4;4;7
"Irineópolis, SC";8;8;7
"Itaipava do Grajaú, MA";13;7;7
"Itapeva, MG";6;6;7
"Itapura, SP";6;10;7
"Itueta, MG";6;7;7
"Ivolândia, GO";7;4;7
"Japira, PR";10;7;7
"Jeceaba, MG";6;7;7
"Jesuânia, MG";3;4;7
"Juarina, TO";5;8;7
"Jundiaí do Sul, PR";5;13;7
"Lagoa, PB";6;9;7
"Laranjal, PR";4;4;7
"Luiz Alves, SC";8;7;7
"Luzerna, SC";4;3;7
"Major Vieira, SC";NA;5;7
"Maquiné, RS";5;5;7
"Marapoama, SP";9;8;7
"Marliéria, MG";7;7;7
"Marques de Souza, RS";9;6;7
"Massaranduba, SC";5;4;7
"Matias Barbosa, MG";6;15;7
"Mato Castelhano, RS";4;7;7
"Mira Estrela, SP";6;12;7
"Miraguaí, RS";4;5;7
"Moiporá, GO";6;5;7
"Morpará, BA";7;8;7
"Morro do Pilar, MG";1;8;7
"Morro Redondo, RS";5;11;7
"Mundo Novo, GO";NA;10;7
"Nacip Raydan, MG";11;11;7
"Nova Santa Helena, MT";5;8;7
"Novo Cabrais, RS";7;9;7
"Novo Tiradentes, RS";8;8;7
"Orizânia, MG";6;6;7
"Passo de Torres, SC";2;9;7
"Pedro Teixeira, MG";7;6;7
"Perobal, PR";6;6;7
"Piên, PR";5;8;7
"Pinhal da Serra, RS";5;5;7
"Pirapó, RS";7;7;7
"Planalto, PR";5;6;7
"Poço das Antas, RS";NA;NA;7
"Pontalinda, SP";6;6;7
"Porto Vera Cruz, RS";5;6;7
"Pouso Novo, RS";6;NA;7
"Presidente Alves, SP";6;4;7
"Progresso, RS";7;6;7
"Quatro Irmãos, RS";7;7;7
"Redenção da Serra, SP";NA;4;7
"Riacho da Cruz, RN";5;11;7
"Ribeira do Amparo, BA";16;15;7
"Rio Acima, MG";6;15;7
"Rio Crespo, RO";11;11;7
"Rio da Conceição, TO";10;8;7
"Rio do Prado, MG";4;8;7
"Rochedo de Minas, MG";7;5;7
"Romaria, MG";5;7;7
"Roque Gonzales, RS";4;7;7
"Sagrada Família, RS";13;8;7
"Salvador do Sul, RS";5;6;7
"Sandovalina, SP";NA;10;7
"Santa Cecília do Sul, RS";4;6;7
"Santa Cruz de Salinas, MG";8;10;7
"Santa Cruz do Escalvado, MG";3;7;7
"Santa Rita de Jacutinga, MG";6;8;7
"Santa Rita do Tocantins, TO";6;5;7
"Santa Terezinha do Tocantins, TO";5;10;7
"Santana de Cataguases, MG";3;7;7
"Santana do Deserto, MG";4;7;7
"Santiago do Sul, SC";7;5;7
"Santo Antônio do Paraíso, PR";4;6;7
"Santo Antônio dos Milagres, PI";NA;NA;7
"Santo Inácio, PR";6;10;7
"São Domingos das Dores, MG";NA;NA;7
"São João da Paraúna, GO";6;7;7
"São José das Palmeiras, PR";NA;NA;7
"São José do Alegre, MG";1;4;7
"São Lourenço do Piauí, PI";4;6;7
"São Luís do Paraitinga, SP";5;5;7
"São Miguel da Boa Vista, SC";2;4;7
"São Tomé, PR";5;7;7
"São Valentim, RS";6;5;7
"São Vicente do Sul, RS";13;10;7
"Sardoá, MG";5;7;7
"Sarutaiá, SP";10;15;7
"Taiúva, SP";NA;6;7
"Tapiratiba, SP";5;4;7
"Tigrinhos, SC";NA;9;7
"Toledo, MG";18;3;7
"Torre de Pedra, SP";1;6;7
"Três Arroios, RS";2;10;7
"Três Fronteiras, SP";4;7;7
"Trombudo Central, SC";5;6;7
"Várzea, RN";5;5;7
"Veríssimo, MG";8;11;7
"Vertente do Lério, PE";9;4;7
"Vicente Dutra, RS";6;4;7
"Vista Alegre, RS";6;8;7
"Vitória das Missões, RS";NA;NA;7
"Zacarias, SP";8;8;7
"Zortéa, SC";6;6;7
"Agrolândia, SC";NA;6;6
"Água Doce, SC";4;8;6
"Alagoa Nova, PB";5;5;6
"Alagoa, MG";6;6;6
"Alecrim, RS";2;6;6
"Aliança do Tocantins, TO";4;8;6
"Alvorada de Minas, MG";3;8;6
"Amparo do Serra, MG";4;5;6
"Aramari, BA";4;8;6
"Arandu, SP";NA;7;6
"Aratuípe, BA";7;8;6
"Areial, PB";5;14;6
"Argirita, MG";4;5;6
"Aricanduva, MG";6;8;6
"Aspásia, SP";5;6;6
"Avaí, SP";11;7;6
"Bálsamo, SP";5;4;6
"Barra Funda, RS";7;8;6
"Bela Vista do Maranhão, MA";14;29;6
"Belmonte, SC";2;6;6
"Benedito Novo, SC";4;8;6
"Bom Jardim de Minas, MG";6;6;6
"Bom Jesus da Penha, MG";7;10;6
"Bom Jesus do Tocantins, TO";6;6;6
"Brejo Alegre, SP";1;7;6
"Cachoeira de Minas, MG";7;7;6
"Campestre de Goiás, GO";9;6;6
"Campo Bonito, PR";9;11;6
"Canelinha, SC";6;7;6
"Capão do Cipó, RS";8;6;6
"Careaçu, MG";4;4;6
"Catas Altas da Noruega, MG";7;6;6
"Central do Maranhão, MA";4;11;6
"Chalé, MG";5;5;6
"Chavantes, SP";4;5;6
"Colinas do Sul, GO";6;5;6
"Conceição da Barra de Minas, MG";3;5;6
"Coronel Domingos Soares, PR";8;8;6
"Coronel Pacheco, MG";5;6;6
"Cotiporã, RS";4;7;6
"Coxilha, RS";4;4;6
"Cristais Paulista, SP";9;8;6
"Cristiano Otoni, MG";3;NA;6
"Cumari, GO";6;16;6
"Damianópolis, GO";4;6;6
"Davinópolis, GO";7;6;6
"Dezesseis de Novembro, RS";5;10;6
"Dirce Reis, SP";NA;6;6
"Dom Bosco, MG";6;9;6
"Embaúba, SP";5;6;6
"Emilianópolis, SP";3;4;6
"Estiva Gerbi, SP";4;6;6
"Fátima, TO";5;8;6
"Faxinalzinho, RS";4;7;6
"Fernando Falcão, MA";7;7;6
"Figueirópolis D'Oeste, MT";NA;NA;6
"Floreal, SP";5;6;6
"Flores da Cunha, RS";5;7;6
"Flores do Piauí, PI";9;11;6
"Francisco Alves, PR";5;6;6
"Frei Lagonegro, MG";4;4;6
"Gaúcha do Norte, MT";7;7;6
"Grupiara, MG";6;7;6
"Guabiruba, SC";6;6;6
"Guiricema, MG";10;8;6
"Harmonia, RS";6;4;6
"Holambra, SP";NA;4;6
"Ibirama, SC";3;5;6
"Iguatu, PR";4;4;6
"Ijaci, MG";NA;7;6
"Ilhota, SC";4;7;6
"Imbuia, SC";4;5;6
"Ingazeira, PE";7;8;6
"Inimutaba, MG";5;9;6
"Ipira, SC";3;6;6
"Ipubi, PE";6;8;6
"Ipupiara, BA";10;6;6
"Iramaia, BA";15;29;6
"Irati, SC";3;4;6
"Itapiranga, SC";6;7;6
"Itatim, BA";9;8;6
"Itaúna do Sul, PR";3;8;6
"Ivatuba, PR";5;2;6
"Jacuizinho, RS";9;5;6
"Japaraíba, MG";5;8;6
"Jardim do Mulato, PI";3;5;6
"Joca Claudino, PB";NA;NA;6
"Jumirim, SP";7;4;6
"Jussara, BA";10;8;6
"Lacerdópolis, SC";3;6;6
"Lagoa de Velhos, RN";6;6;6
"Lagoa dos Patos, MG";NA;NA;6
"Lindóia do Sul, SC";2;13;6
"Malhada de Pedras, BA";4;5;6
"Manfrinópolis, PR";6;5;6
"Mário Campos, MG";6;6;6
"Maripá de Minas, MG";6;6;6
"Mato Rico, PR";4;18;6
"Meleiro, SC";2;7;6
"Miravânia, MG";5;7;6
"Mirim Doce, SC";5;12;6
"Missal, PR";11;12;6
"Mojuí dos Campos, PA";NA;5;6
"Munhoz, MG";2;6;6
"Natalândia, MG";NA;7;6
"Nipoã, SP";5;5;6
"Nova Aurora, GO";6;4;6
"Nova Castilho, SP";4;6;6
"Nova Esperança do Sudoeste, PR";10;12;6
"Nova Itaberaba, SC";8;7;6
"Nova Itarana, BA";7;6;6
"Nova Laranjeiras, PR";7;9;6
"Nova Palma, RS";11;7;6
"Novo Machado, RS";6;6;6
"Olímpio Noronha, MG";5;5;6
"Ouvidor, GO";6;8;6
"Paial, SC";4;5;6
"Palmares Paulista, SP";6;7;6
"Palmeira do Piauí, PI";2;6;6
"Passo do Sobrado, RS";7;6;6
"Pedrão, BA";5;6;6
"Pedrinópolis, MG";2;7;6
"Petrolândia, SC";3;9;6
"Pinhal Grande, RS";6;6;6
"Planaltino, BA";12;16;6
"Platina, SP";5;5;6
"Ponte Preta, RS";4;4;6
"Porteirão, GO";6;8;6
"Porto Alegre do Piauí, PI";6;7;6
"Porto Barreiro, PR";4;4;6
"Porto Rico, PR";6;5;6
"Presidente Bernardes, MG";6;5;6
"Presidente Castello Branco, SC";NA;NA;6
"Presidente Castelo Branco, PR";6;7;6
"Primavera de Rondônia, RO";1;7;6
"Princesa, SC";4;6;6
"Quarto Centenário, PR";7;6;6
"Queluzito, MG";3;7;6
"Quixaba, PE";4;5;6
"Rancho Alegre, PR";4;7;6
"Recursolândia, TO";5;7;6
"Ribeira, SP";7;5;6
"Ribeirão Corrente, SP";5;7;6
"Ribeirão dos Índios, SP";NA;NA;6
"Rio do Campo, SC";4;5;6
"Rio Doce, MG";5;5;6
"Rio Fortuna, SC";4;5;6
"Rio Piracicaba, MG";5;3;6
"Rubiácea, SP";5;5;6
"Salgado Filho, PR";10;27;6
"Saltinho, SC";9;7;6
"Sangão, SC";4;9;6
"Santa Bárbara do Leste, MG";7;7;6
"Santa Maria do Herval, RS";3;3;6
"Santa Mercedes, SP";6;6;6
"Santa Salete, SP";8;9;6
"Santa Terezinha do Progresso, SC";5;5;6
"Santo Afonso, MT";4;6;6
"Santo Antônio do Aracanguá, SP";5;5;6
"Santo Antônio do Rio Abaixo, MG";6;9;6
"Santo Cristo, RS";3;6;6
"São Brás do Suaçuí, MG";4;7;6
"São Félix de Balsas, MA";3;NA;6
"São Francisco de Goiás, GO";3;4;6
"São Geraldo da Piedade, MG";3;5;6
"São José do Inhacorá, RS";4;6;6
"São Manoel do Paraná, PR";6;6;6
"São Patrício, GO";8;13;6
"São Paulo das Missões, RS";NA;NA;6
"São Sebastião da Bela Vista, MG";4;5;6
"São Sebastião da Vargem Alegre, MG";5;8;6
"São Sebastião do Rio Verde, MG";4;5;6
"Sapucaí-Mirim, MG";NA;NA;6
"Sede Nova, RS";4;4;6
"Senador Salgado Filho, RS";5;7;6
"Simolândia, GO";4;10;6
"Sinimbu, RS";8;6;6
"Sul Brasil, SC";3;4;6
"Taciba, SP";3;9;6
"Taiaçu, SP";5;8;6
"Talismã, TO";6;6;6
"Taquaraçu de Minas, MG";5;5;6
"Taquaruçu do Sul, RS";4;6;6
"Teixeirópolis, RO";NA;6;6
"Treze de Maio, SC";6;8;6
"Treze Tílias, SC";5;6;6
"Ubaí, MG";5;7;6
"União de Minas, MG";5;7;6
"Vale Real, RS";5;6;6
"Vargem Bonita, MG";11;9;6
"Vargem Bonita, SC";4;4;6
"Vargem, SP";6;4;6
"Vieiras, MG";3;4;6
"Vitorino, PR";6;5;6
"Xambrê, PR";6;6;6
"Albertina, MG";3;6;5
"Amorinópolis, GO";5;4;5
"Angelina, SC";NA;4;5
"Antônio Dias, MG";4;10;5
"Apiúna, SC";3;4;5
"Aracitaba, MG";5;5;5
"Arapeí, SP";1;5;5
"Areia de Baraúnas, PB";6;5;5
"Areias, SP";5;5;5
"Augusto Pestana, RS";7;9;5
"Áurea, RS";6;5;5
"Auriflama, SP";5;3;5
"Baldim, MG";4;11;5
"Bandeira do Sul, MG";4;4;5
"Barão de Monte Alto, MG";6;6;5
"Barra do Ribeiro, RS";1;3;5
"Barra Longa, MG";7;6;5
"Boa Esperança do Iguaçu, PR";5;18;5
"Boa Vista do Incra, RS";7;5;5
"Bombinhas, SC";4;5;5
"Bonfim do Piauí, PI";5;6;5
"Bossoroca, RS";6;6;5
"Cachoeira de Goiás, GO";7;6;5
"Caiapônia, GO";11;12;5
"Caldas, MG";10;9;5
"Campo Belo do Sul, SC";3;8;5
"Canitar, SP";6;5;5
"Caparaó, MG";10;9;5
"Capela Nova, MG";4;5;5
"Capim Branco, MG";8;7;5
"Capivari do Sul, RS";8;4;5
"Caraíbas, BA";9;5;5
"Caseiros, RS";9;7;5
"Catas Altas, MG";6;6;5
"Catuti, MG";15;9;5
"Cerrito, RS";6;NA;5
"Chapadão do Lageado, SC";3;5;5
"Claraval, MG";6;9;5
"Colinas, RS";4;5;5
"Conquista D'Oeste, MT";NA;NA;5
"Coqueiros do Sul, RS";6;6;5
"Corupá, SC";6;6;5
"Cosmorama, SP";6;6;5
"Cristal, RS";5;5;5
"Cristina, MG";4;9;5
"Delfim Moreira, MG";NA;4;5
"Delfinópolis, MG";5;6;5
"Dona Emma, SC";5;6;5
"Dona Eusébia, MG";NA;4;5
"Dona Francisca, RS";6;5;5
"Doresópolis, MG";5;3;5
"Dumont, SP";6;3;5
"Elisiário, SP";11;7;5
"Engenho Velho, RS";8;6;5
"Esperança Nova, PR";5;3;5
"Faxinal dos Guedes, SC";NA;NA;5
"Fernando de Noronha, PE";4;4;5
"Figueirão, MS";4;5;5
"Flor do Sertão, SC";5;7;5
"Formoso do Araguaia, TO";5;6;5
"Gado Bravo, PB";NA;5;5
"Garruchos, RS";4;3;5
"Glicério, SP";4;3;5
"Goianá, MG";11;8;5
"Gouvelândia, GO";4;2;5
"Gravatal, SC";5;6;5
"Guarujá do Sul, SC";4;7;5
"Heliodora, MG";6;5;5
"Ibertioga, MG";3;4;5
"Ibiam, SC";NA;5;5
"Ibiquera, BA";6;5;5
"Imaruí, SC";4;4;5
"Ipê, RS";NA;5;5
"Iporã do Oeste, SC";3;4;5
"Itaiópolis, SC";2;2;5
"Itatiba do Sul, RS";3;4;5
"Ivorá, RS";5;5;5
"Jacinto Machado, SC";4;5;5
"Jaguaraçu, MG";5;17;5
"Japurá, PR";8;6;5
"Jequitibá, MG";9;8;5
"João Dias, RN";5;5;5
"Lamim, MG";6;5;5
"Laranjal, MG";9;5;5
"Laurentino, SC";5;6;5
"Lavrinhas, SP";10;4;5
"Leme do Prado, MG";NA;4;5
"Livramento, PB";2;4;5
"Lizarda, TO";6;7;5
"Lucianópolis, SP";7;17;5
"Macedônia, SP";6;7;5
"Magda, SP";6;9;5
"Major Gercino, SC";4;5;5
"Marabá Paulista, SP";7;10;5
"Mariápolis, SP";5;8;5
"Marinópolis, SP";5;6;5
"Mato Queimado, RS";NA;3;5
"Mesópolis, SP";5;6;5
"Minas do Leão, RS";2;4;5
"Mombuca, SP";3;6;5
"Monte Alegre dos Campos, RS";NA;NA;5
"Muçum, RS";2;6;5
"Nova Aliança, SP";4;4;5
"Nova Cantu, PR";4;9;5
"Nova Independência, SP";NA;6;5
"Nova União, MG";5;5;5
"Novo Horizonte do Norte, MT";2;10;5
"Novo Horizonte, SC";5;11;5
"Novo Xingu, RS";5;8;5
"Óleo, SP";NA;5;5
"Oliveira de Fátima, TO";8;5;5
"Padre Carvalho, MG";7;8;5
"Painel, SC";8;4;5
"Paiva, MG";7;5;5
"Paranapoema, PR";6;7;5
"Paraú, RN";6;6;5
"Parisi, SP";5;5;5
"Patrocínio do Muriaé, MG";6;5;5
"Pau D'Arco, TO";NA;NA;5
"Paulistânia, SP";7;6;5
"Pedro Régis, PB";3;7;5
"Pereiras, SP";4;5;5
"Peritiba, SC";3;11;5
"Piedade de Caratinga, MG";9;9;5
"Piedade do Rio Grande, MG";5;5;5
"Pinheiro Machado, RS";3;4;5
"Piratuba, SC";5;5;5
"Poloni, SP";5;5;5
"Ponte Alta do Norte, SC";7;6;5
"Porto Estrela, MT";5;6;5
"Porto Lucena, RS";9;5;5
"Presidente Juscelino, MG";3;10;5
"Primeiro de Maio, PR";5;5;5
"Quadra, SP";4;7;5
"Quatro Pontes, PR";5;5;5
"Rifaina, SP";5;5;5
"Rio do Antônio, BA";3;3;5
"Rio Manso, MG";4;9;5
"Rio Rufino, SC";NA;3;5
"Saltinho, SP";6;5;5
"Salto do Itararé, PR";6;13;5
"Salvador das Missões, RS";NA;NA;5
"Santa Clara d'Oeste, SP";NA;NA;5
"Santa Cruz de Minas, MG";4;4;5
"Santa Cruz do Xingu, MT";4;5;5
"Santa Efigênia de Minas, MG";5;3;5
"Santa Ernestina, SP";4;4;5
"Santa Fé de Goiás, GO";NA;NA;5
"Santa Helena, SC";3;5;5
"Santa Lúcia, PR";6;7;5
"Santa Margarida do Sul, RS";4;7;5
"Santa Rita de Ibitipoca, MG";2;5;5
"Santa Rita do Itueto, MG";6;6;5
"Santa Rita do Trivelato, MT";5;12;5
"Santana da Ponte Pensa, SP";5;5;5
"Santana do Jacaré, MG";5;7;5
"Santo André, PB";6;5;5
"São Domingos, GO";5;4;5
"São Francisco, SP";5;5;5
"São Geraldo do Baixio, MG";8;7;5
"São João das Duas Pontes, SP";NA;NA;5
"São João de Iracema, SP";NA;5;5
"São Jorge do Patrocínio, PR";9;7;5
"São José do Barreiro, SP";5;5;5
"São José do Hortêncio, RS";5;5;5
"São José dos Ausentes, RS";NA;NA;5
"São José dos Cordeiros, PB";NA;NA;5
"São Martinho, SC";4;8;5
"São Miguel do Guaporé, RO";4;5;5
"São Pedro do Suaçuí, MG";5;5;5
"São Pedro do Turvo, SP";7;9;5
"São Sebastião da Grama, SP";7;5;5
"São Sebastião do Oeste, MG";4;4;5
"São Tomás de Aquino, MG";NA;5;5
"São Valentim do Sul, RS";8;8;5
"São Valério do Sul, RS";8;6;5
"São Vendelino, RS";5;5;5
"Saudades, SC";4;6;5
"Seritinga, MG";5;5;5
"Serra Nova Dourada, MT";5;6;5
"Serranos, MG";5;5;5
"Silveira Martins, RS";4;5;5
"Silveiras, SP";5;5;5
"Simão Pereira, MG";5;5;5
"Sítio do Mato, BA";6;8;5
"Tabaí, RS";5;6;5
"Tapiraí, MG";5;8;5
"Terra de Areia, RS";8;7;5
"Tio Hugo, RS";NA;5;5
"Trabiju, SP";NA;NA;5
"Três Ranchos, GO";6;7;5
"Tupandi, RS";2;1;5
"Turiúba, SP";5;6;5
"Turuçu, RS";14;17;5
"Turvolândia, MG";1;5;5
"Ubirajara, SP";6;9;5
"União Paulista, SP";4;4;5
"Unistalda, RS";4;4;5
"Vargem, SC";2;5;5
"Vila Nova do Sul, RS";4;5;5
"Alfredo Vasconcelos, MG";4;4;4
"Alto Bela Vista, SC";3;4;4
"Amapá, AP";NA;NA;4
"Apiacá, ES";11;8;4
"Arabutã, SC";3;3;4
"Arantina, MG";NA;3;4
"Arara, PB";6;7;4
"Arco-Íris, SP";NA;NA;4
"Arroio do Padre, RS";4;4;4
"Atalanta, SC";4;3;4
"Aurora, SC";4;5;4
"Balneário Arroio do Silva, SC";4;4;4
"Balneário Gaivota, SC";5;6;4
"Barra do Guarita, RS";4;5;4
"Barro Alto, BA";6;3;4
"Bela Vista do Toldo, SC";4;5;4
"Bom Jardim da Serra, SC";NA;4;4
"Bom Jesus do Oeste, SC";2;4;4
